price,sqft,bedroom,bathroom,balcony,apartment,age,ownership,maintenance,flooring,furnishing,facing,floor,parking,gated_security,amenities,locality
₹ 1.75 Crores,"1,760",2 Bedroom,2 Bathroom,4.0,"Asgar Residency, Ba...",5-10 years,Self Owned,5-10 years,Marble/Granite,Fully furnished,West,1/3,Car,Yes,"['Lift', 'Fire safety', 'Sewage treatment plant', 'Park', ""Children's play area"", 'Security', 'Visitor parking']",Lalbagh
₹ 75 Lacs,900,2 Bedroom,2 Bathroom,1.0,Vishnupriya Apartme...,>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,West,2/2,Bike and Car,No,,Lalbagh
₹ 8.25 Crores,"4,519",4 Bedroom,3 Bathroom,4.0,Vista Gardenia,Newly Constructed,Self Owned,Newly Constructed,Marble/Granite,Unfurnished,East,7/13,Car,Yes,"['Lift', 'Gym', 'Internet provider', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Gas pipeline', 'Park', 'Sewage treatment plant', 'Visitor parking']",Lalbagh
₹ 1.8 Crores,"1,500",3 Bedroom,3 Bathroom,2.0,Meena Sowkhya Regen...,>10 years,Self Owned,>10 years,,Semi,South,3/4,Bike and Car,Yes,"['Lift', 'Security']",Lalbagh
₹ 1.05 Crores,"1,235",2 Bedroom,2 Bathroom,2.0,Bhagya Pvr Lake View,Under Construction,Self Owned,Under Construction,Vitrified Tiles,Unfurnished,North,3/4,Car,Yes,"['Lift', 'Club house', 'Fire safety', 'Sewage treatment plant', 'Park', 'Security', 'Gym', 'Visitor parking']",Mahadevapura
₹ 1.4 Crores,"1,184",2 Bedroom,2 Bathroom,2.0,Durga Rainbow,3-5 years,Self Owned,3-5 years,,Semi,11/15,11/15,Bike and Car,Yes,"['Swimming pool', 'Intercom', 'Gym', 'Park', ""Children's play area"", 'Visitor parking', 'Sewage treatment plant', 'Shopping center', 'Internet provider', 'Lift', 'Gas pipeline', 'Club house', 'Fire safety']",Mahadevapura
₹ 68 Lacs,"1,100",2 Bedroom,2 Bathroom,1.0,Neni Sathvic,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Fully furnished,East,2/4,Car,Yes,"['Intercom', 'Swimming pool', 'Security', 'Visitor parking']",Mahadevapura
₹ 65 Lacs,"1,350",3 Bedroom,3 Bathroom,1.0,Tirumala Residency,>10 years,Self Owned,>10 years,,Semi,5/5,5/5,Bike,Yes,['Security'],Mahadevapura
₹ 70 Lacs,"1,230",2 Bedroom,2 Bathroom,1.0,United Daffodil,5-10 years,Self Owned,5-10 years,,Semi,South,2/6,Bike and Car,Yes,"['Gym', 'Club house', 'Security', 'Visitor parking']",Mahadevapura
₹ 1.3 Crores,"1,309",2 Bedroom,2 Bathroom,2.0,Garuda Vista Apartm...,Newly Constructed,Self Owned,Newly Constructed,Marble/Granite,Semi,North-East,4/4,Car,Yes,"['Lift', 'Gym', 'Internet provider', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Shopping center', 'Gas pipeline', 'Park', 'Sewage treatment plant', 'Visitor parking']",Mahadevapura
₹ 59 Lacs,"1,200",2 Bedroom,2 Bathroom,3.0,J P Linea,3-5 years,Self Owned,3-5 years,Vitrified Tiles,Semi,East,2/4,No,Yes,"['Lift', 'Fire safety', 'Security', 'Visitor parking']",Mahadevapura
₹ 2.1 Crores,"1,290",2 Bedroom,2 Bathroom,3.0,Brigade Metropolis ...,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Semi,East,3/19,Bike and Car,Yes,"['Fire safety', 'Gym', 'Gas pipeline', 'Internet provider', 'Visitor parking', 'Park', 'Intercom', 'Lift', 'Shopping center', 'Club house', 'Sewage treatment plant', 'Swimming pool', ""Children's play area"", 'Security']",Mahadevapura
₹ 3.51 Crores,"2,183",3 Bedroom,3 Bathroom,2.0,Sattva Magnificia,Newly Constructed,Self Owned,Newly Constructed,Vitrified Tiles,Unfurnished,East,6/18,Bike and Car,Yes,"['Lift', 'Gym', 'Internet provider', 'Club house', 'Swimming pool', ""Children's play area"", 'Security', 'Park', 'Sewage treatment plant', 'Visitor parking']",Mahadevapura
₹ 5.9 Crores,"3,528",4 Bedroom,4 Bathroom,3.0,Sattva Magnificia,3-5 years,Self Owned,3-5 years,Vitrified Tiles,Unfurnished,East,6/18,Bike and Car,Yes,"['Lift', 'Gym', 'Club house', 'Swimming pool', 'Security']",Mahadevapura
₹ 55 Lacs,"1,070",2 Bedroom,2 Bathroom,2.0,"Vinayaka Ville, Pai...",>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,East,4/5,Car,Yes,"['Lift', 'Fire safety', 'Security']",Mahadevapura
₹ 77 Lacs,"1,200",2 Bedroom,2 Bathroom,1.0,Saf Tejas Bloomingd...,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Semi,East,3/5,Bike and Car,Yes,"['Lift', 'Gym', 'Club house', ""Children's play area"", 'Fire safety', 'Security', 'Park', 'Sewage treatment plant', 'Visitor parking']",Mahadevapura
₹ 51 Lacs,"1,125",2 Bedroom,2 Bathroom,2.0,S V Homes,>10 years,Self Owned,>10 years,Vitrified Tiles,Unfurnished,2/4,2/4,Bike and Car,Yes,"['Lift', 'Security']",Mahadevapura
₹ 78 Lacs,"1,508",2 Bedroom,2 Bathroom,1.0,Saf Tejas Bloomingd...,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Semi,East,2/4,Bike and Car,Yes,"['Gym', 'Security']",Mahadevapura
₹ 78 Lacs,"1,028",2 Bedroom,2 Bathroom,1.0,Saf Tejas Bloomingd...,3-5 years,Self Owned,3-5 years,Vitrified Tiles,Semi,East,2/5,Car,Yes,"['Lift', 'Gym', 'Club house', ""Children's play area"", 'Fire safety', 'Security', 'Visitor parking']",Mahadevapura
₹ 1.29 Crores,"1,157",2 Bedroom,2 Bathroom,2.0,Codename Budigere,Under Construction,Self Owned,Under Construction,Vitrified Tiles,Unfurnished,East,39/9,Bike and Car,Yes,"['Lift', 'Gym', 'Club house', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Shopping center', 'Park', 'Sewage treatment plant', 'Visitor parking']",Mahadevapura
₹ 60 Lacs,"1,020",2 Bedroom,2 Bathroom,2.0,Keerthi Rendezvous,>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,North-East,3/4,Bike and Car,Yes,"['Lift', 'Gym', 'Internet provider', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Park', 'Visitor parking']",Mahadevapura
₹ 85 Lacs,"1,440",3 Bedroom,2 Bathroom,2.0,Neni Paradise,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Semi,East,3/4,Bike and Car,Yes,"['Lift', 'Intercom', 'Security']",Mahadevapura
₹ 85 Lacs,"1,312",3 Bedroom,2 Bathroom,1.0,Garudachala Star Fi...,5-10 years,Self Owned,5-10 years,,Semi,East,1/5,Bike and Car,Yes,"['Lift', 'Gym', 'Swimming pool', 'Security']",Mahadevapura
₹ 73 Lacs,"1,340",3 Bedroom,2 Bathroom,2.0,Keshav Vayu Shakti ...,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Semi,Don't Know,1/3,Car,Yes,"['Lift', 'Intercom', 'Security']",Mahadevapura
₹ 90 Lacs,"1,500",3 Bedroom,3 Bathroom,2.0,Srivari Pride,>10 years,Self Owned,>10 years,Marble/Granite,Semi,North,3/4,Bike and Car,Yes,"['Gym', 'Security']",Mahadevapura
₹ 70 Lacs,"1,375",3 Bedroom,2 Bathroom,3.0,Vars Eildon Castle,>10 years,Self Owned,>10 years,Mosaic,Semi,South,5/5,Car,Yes,"['Lift', 'Intercom', 'Fire safety', 'Security', 'Shopping center']",Mahadevapura
₹ 1.5 Crores,"3,500",4 Bedroom,4 Bathroom,,Amrutha Sparkling N...,>10 years,Self Owned,>10 years,,Unfurnished,3/3,3/3,Bike and Car,No,"['Lift', 'Gym', 'Internet provider', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area""]",Mahadevapura
₹ 80 Lacs,"1,540",3 Bedroom,2 Bathroom,3.0,Indra Sadan Apartme...,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Semi,East,2/4,Bike and Car,Yes,"['Lift', 'Club house', ""Children's play area"", 'Security']",Mahadevapura
₹ 35 Lacs,850,2 Bedroom,2 Bathroom,1.0,United Homes,>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,North,0/4,Bike,Yes,"['Lift', 'Internet provider', 'Intercom', ""Children's play area"", 'Fire safety', 'Security', 'Gas pipeline', 'Park', 'Sewage treatment plant', 'Visitor parking']",Mahadevapura
₹ 3.5 Crores,"1,784",3 Bedroom,3 Bathroom,3.0,"Perfecta Charisma, ...",3-5 years,Self Owned,3-5 years,Vitrified Tiles,Fully furnished,North,3/5,Car,Yes,"['Lift', 'Gym', 'Internet provider', 'Intercom', 'Security', 'Shopping center', 'Gas pipeline']",Majestic
₹ 36 Lacs,350,1 Bedroom,1 Bathroom,,Standalone Building,1-3 years,Self Owned,1-3 years,,Unfurnished,East,3/3,No,No,,Majestic
₹ 1 Crore,"1,350",3 Bedroom,2 Bathroom,2.0,Sirsi Heights,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Fully furnished,West,1/4,Bike and Car,No,"['Lift', 'Intercom']",Majestic
₹ 1.05 Crores,"1,458",3 Bedroom,2 Bathroom,2.0,Sirsi Heights,>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,Don't Know,2/4,Bike and Car,Yes,"['Intercom', 'Lift', 'Fire safety', 'Sewage treatment plant', 'Security']",Majestic
₹ 1.55 Crores,"1,450",2 Bedroom,2 Bathroom,1.0,Pushpanjali Apartme...,>10 years,Self Owned,>10 years,,Semi,North,4/5,Bike and Car,Yes,"['Lift', 'Gym', 'Club house', ""Children's play area"", 'Security', 'Visitor parking']",Majestic
₹ 1.98 Crores,"1,550",3 Bedroom,3 Bathroom,3.0,Egpi Aikya,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Fully furnished,East,1/3,Bike and Car,No,"['Lift', 'Visitor parking']",Majestic
₹ 3 Crores,"5,300",4 Bedroom,13 Bathroom,,Ramvalar Nilayam,5-10 years,Self Owned,5-10 years,Marble/Granite,Fully furnished,North,0/4,Bike and Car,No,,Majestic
₹ 50 Lacs,750,2 Bedroom,2 Bathroom,,Baraka Heights,Under Construction,Self Owned,Under Construction,,Unfurnished,North,1/4,Bike and Car,Yes,['Security'],Majestic
₹ 1.85 Crores,"1,820",3 Bedroom,3 Bathroom,2.0,Vishal Palace,>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,North,3/5,Car,No,"['Lift', 'Internet provider', 'Shopping center']",Majestic
₹ 60 Lacs,"1,000",2 Bedroom,2 Bathroom,2.0,Haseena Enclave,5-10 years,Self Owned,5-10 years,Marble/Granite,Unfurnished,East,3/4,Bike and Car,Yes,"['Lift', 'Visitor parking']",Majestic
₹ 55 Lacs,900,2 Bedroom,2 Bathroom,,Apartment,>10 years,Self Owned,>10 years,Marble/Granite,Semi,East,1/4,No,No,,Majestic
₹ 72 Lacs,"1,200",2 Bedroom,1 Bathroom,1.0,Bindu Residency,>10 years,Self Owned,>10 years,Marble/Granite,Semi,East,0/3,Bike and Car,Yes,"['Lift', 'Security', 'Sewage treatment plant']",Majestic
₹ 85 Lacs,950,2 Bedroom,2 Bathroom,3.0,Bindu Residency,>10 years,Self Owned,>10 years,,Fully furnished,West,4/4,Bike and Car,Yes,"['Lift', 'Security']",Majestic
₹ 63 Lacs,850,2 Bedroom,2 Bathroom,1.0,Castle Rock Apartme...,>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,West,1/3,Car,No,['Lift'],Majestic
₹ 1.25 Crores,"1,310",2 Bedroom,2 Bathroom,2.0,Sl Garden,>10 years,Self Owned,>10 years,,Fully furnished,North,0/1,Bike and Car,Yes,"['Lift', 'Fire safety', 'Security', 'Gas pipeline', 'Park', 'Sewage treatment plant', 'Visitor parking']",Majestic
₹ 1.5 Crores,"2,090",3 Bedroom,2 Bathroom,3.0,Hemadri Residency,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Semi,East,4/4,Bike and Car,Yes,"['Lift', 'Security']",Majestic
₹ 80 Lacs,"1,100",2 Bedroom,2 Bathroom,1.0,Sri Lakshmi Venkate...,>10 years,Self Owned,>10 years,Marble/Granite,Semi,West,3/4,Bike and Car,Yes,"['Lift', 'Security', 'Visitor parking']",Majestic
₹ 2.89 Crores,"2,050",3 Bedroom,3 Bathroom,2.0,Mantri Greens,>10 years,Self Owned,>10 years,Wooden,Semi,South,2/20,Car,No,"['Lift', 'Gym', 'Internet provider', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Shopping center', 'Park', 'Sewage treatment plant']",Majestic
₹ 3 Crores,"2,050",3 Bedroom,4 Bathroom,4.0,Mantri Greens,>10 years,Self Owned,>10 years,,Fully furnished,Don't Know,10/17,Bike and Car,No,"['Gym', 'Internet provider', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Park']",Majestic
₹ 4 Crores,"1,750",3 Bedroom,3 Bathroom,,Mantri Greens,5-10 years,Self Owned,5-10 years,,Semi,South,9/17,Bike and Car,Yes,"['Gym', 'Internet provider', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Security', 'Park']",Majestic
₹ 2.3 Crores,"2,050",3 Bedroom,3 Bathroom,3.0,"Mantri Greens, Mall...",>10 years,Self Owned,>10 years,Wooden,Semi,Don't Know,12/15,Car,Yes,"['Gym', 'Internet provider', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Security', 'Park']",Majestic
₹ 2.75 Crores,"2,050",3 Bedroom,4 Bathroom,4.0,Mantri Greens,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Fully furnished,East,10/17,Bike and Car,Yes,"['Lift', 'Gym', 'Internet provider', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Shopping center', 'Gas pipeline', 'Park', 'Sewage treatment plant', 'Visitor parking']",Majestic
₹ 1.5 Crores,975,2 Bedroom,2 Bathroom,2.0,Hemadri Residency,>10 years,Self Owned,>10 years,,Fully furnished,North,3/14,Bike and Car,Yes,"['Lift', 'Security', 'Gas pipeline', 'Park']",Majestic
₹ 1.76 Crores,"1,601",3 Bedroom,4 Bathroom,1.0,Krishna Geet Apartm...,>10 years,Self Owned,>10 years,,Fully furnished,East,0/3,Car,No,"['Lift', 'Intercom']",Majestic
₹ 1.18 Crores,"1,555",3 Bedroom,3 Bathroom,2.0,Sree Arcade,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Semi,West,2/5,Car,Yes,"['Internet provider', 'Lift', 'Park', ""Children's play area"", 'Security', 'Gym', 'Visitor parking']",Majestic
₹ 1.2 Crores,"2,400",4 Bedroom,6 Bathroom,,Standalone Building,>10 years,Self Owned,>10 years,,Unfurnished,North-West,0/4,Bike,No,,Majestic
₹ 70 Lacs,750,2 Bedroom,2 Bathroom,,Shandilya Apartments,>10 years,Self Owned,>10 years,,Semi,North,3/3,Bike and Car,No,"['Lift', 'Visitor parking']",Malleshwaram
₹ 75 Lacs,835,2 Bedroom,2 Bathroom,2.0,Ullas Apartment,>10 years,Self Owned,>10 years,Mosaic,Semi,South,4/4,Bike,Yes,"['Lift', 'Fire safety', 'Security']",Malleshwaram
₹ 65 Lacs,710,1 Bedroom,1 Bathroom,1.0,Sampurna-2 Apartmen...,>10 years,Self Owned,>10 years,,Semi,North,0/4,Bike and Car,Yes,"['Lift', 'Security']",Malleshwaram
₹ 52 Lacs,850,2 Bedroom,2 Bathroom,1.0,Castle Rock Apartme...,>10 years,Self Owned,>10 years,Vitrified Tiles,Fully furnished,North,3/3,Bike and Car,No,['Lift'],Malleshwaram
₹ 1 Crore,"1,150",2 Bedroom,2 Bathroom,2.0,"Sampurna 4, Mallesh...",>10 years,Self Owned,>10 years,Mosaic,Semi,South,1/5,Bike and Car,Yes,"['Lift', 'Security']",Malleshwaram
₹ 85 Lacs,844,2 Bedroom,2 Bathroom,1.0,"Sangeet Apartments,",>10 years,Self Owned,>10 years,Mosaic,Fully furnished,South-East,4/4,Bike and Car,No,['Visitor parking'],Malleshwaram
₹ 80 Lacs,970,2 Bedroom,2 Bathroom,1.0,Shalimar Park,>10 years,Self Owned,>10 years,Mosaic,Semi,South,2/2,Bike and Car,Yes,"['Security', 'Park', 'Visitor parking']",Malleshwaram
₹ 63 Lacs,850,2 Bedroom,2 Bathroom,1.0,Castle Rock Apartme...,>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,West,1/3,Car,No,['Lift'],Malleshwaram
₹ 1.3 Crores,"1,166",2 Bedroom,2 Bathroom,3.0,Madhur Apartments,>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,West,1/2,Car,Yes,['Security'],Malleshwaram
₹ 70 Lacs,805,2 Bedroom,2 Bathroom,,Sri Siddhi Sai Apar...,5-10 years,On Lease 3 years,5-10 years,Vitrified Tiles,Semi,East,3/4,Bike,No,"['Lift', 'Internet provider', 'Fire safety']",Malleshwaram
₹ 72 Lacs,710,2 Bedroom,2 Bathroom,1.0,Sangeetha Apartment,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Semi,West,4/4,Bike and Car,Yes,"['Lift', 'Internet provider', 'Intercom', 'Fire safety', 'Security', 'Shopping center', 'Visitor parking']",Malleshwaram
₹ 62 Lacs,685,1 Bedroom,1 Bathroom,2.0,Kasturidhama Apartm...,>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,South,4/5,Bike and Car,No,,Malleshwaram
₹ 1.4 Crores,"1,166",2 Bedroom,2 Bathroom,2.0,Embassy Heritage,>10 years,Self Owned,>10 years,Vitrified Tiles,Fully furnished,South,2/9,Bike and Car,Yes,"['Lift', 'Gym', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Gas pipeline', 'Park']",Malleshwaram
₹ 70 Lacs,704,2 Bedroom,1 Bathroom,,Krishna Prasad Apar...,>10 years,Self Owned,>10 years,,Semi,North,0/2,Bike and Car,Yes,['Security'],Malleshwaram
₹ 1.75 Crores,"1,050",2 Bedroom,2 Bathroom,3.0,Omkar Apartment,>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,East,1/4,Bike and Car,Yes,"['Lift', 'Fire safety', 'Security']",Malleshwaram
₹ 1.85 Crores,"1,820",3 Bedroom,3 Bathroom,2.0,Vishal Palace,>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,North,3/5,Car,No,"['Lift', 'Internet provider', 'Shopping center']",Malleshwaram
