web-scraper-order,web-scraper-start-url,link01,link01-href,price,sqft,bedroom,bathroom,balcony,apartment,age,ownership,maintenance,flooring,furnishing,facing,floor,parking,gated_security,description,bus_station,amenities,address,locality,bus_count
1704967189-22,https://www.nobroker.in/property/sale/bangalore/Uttarahalli?searchParam=W3sibGF0IjoxMi45MDUxMDksImxvbiI6NzcuNTQzMzkyLCJwbGFjZUlkIjoiQ2hJSklWYzVpOFlfcmpzUnVlRklhUWxnVG44IiwicGxhY2VOYW1lIjoiVXR0YXJhaGFsbGkiLCJzaG93TWFwIjpmYWxzZX1d&radius=2.0&city=bangalore&locality=Rajajinagar&isMetro=false,"3 BHK Flat In Gardinea Apartments For Sale  In Uttarahalli, Subramanyapura Main Road, Friends Colony, Uttarahalli Hobli, Bengaluru, Karnataka, India",https://www.nobroker.in/property/buy/3-bhk-apartment-for-sale-in-uttarahalli-subramanyapura-main-road-friends-colony-uttarahalli-hobli-bengaluru-karnataka-india-bangalore/8a9ff98389ab033a0189ab1ca5ac111e/detail,₹ 99 Lacs,"1,500",3 Bedroom,2 Bathroom,1.0,Gardinea Apartments,Under Construction,Self Owned,Under Construction,Cement,Unfurnished,North-East,3/5,Car,Yes,This three bedroom for sale comes with an affordable price tag of just 99 Lakhs rupees with an additional perk of paying no brokerage. This North East facing home is on the 3rd floor. This home is over 1500 sqft. & even comes with ample parking space for car and bike.,Bus StationsKodipalya0.3 km | 3 minsJn of Gollahallii Road0.3 km | 4 minsKengeri Police Station1.3 km | 16 minsKengeri &#40;Pickup Van/Bus&#41;1.4 km | 18 minsKengeri TTMC1.3 km | 16 mins,"['Lift', 'Club house', 'Gas pipeline', 'Fire safety', 'Sewage treatment plant', 'Park', 'Shopping center', ""Children's play area"", 'Security', 'Swimming pool', 'Gym', 'Visitor parking']",BJS,Uttarahalli,5.0
1704967191-23,https://www.nobroker.in/property/sale/bangalore/Uttarahalli?searchParam=W3sibGF0IjoxMi45MDUxMDksImxvbiI6NzcuNTQzMzkyLCJwbGFjZUlkIjoiQ2hJSklWYzVpOFlfcmpzUnVlRklhUWxnVG44IiwicGxhY2VOYW1lIjoiVXR0YXJhaGFsbGkiLCJzaG93TWFwIjpmYWxzZX1d&radius=2.0&city=bangalore&locality=Rajajinagar&isMetro=false,3 BHK House For Sale  In Uttarahalli,https://www.nobroker.in/property/buy/3-bhk-apartment-for-sale-in-uttarahalli-bangalore/8a9fa4838b283fdb018b285d59d31052/detail,₹ 1.25 Crores,"2,000",3 Bedroom,2 Bathroom,1.0,Independent House,5-10 years,Self Owned,5-10 years,"2,000 sq.ft",Unfurnished,South,3/3,Bike and Car,No,"Independent Villa, Nice decent Area
Finding a three bedroom for sale in Uttarahalli at this price is next to impossible, now you can buy it without paying brokerage too. Situated on the 3rd floor this home can comfortably serve your parking space for car and bike needs. This South facing home is over 2000 sqft. & is in a convenient location.

As this home comes with visitor parking & more such amenities, living here would make life more pleasant.",Bus StationsMysore Road Satellite Bus Station6.2 km | 23 minsUttarahalli0.8 km | 4 minsPolice Station Subramanyapura1.3 km | 6 minsPolice Station Subramanyapura1.4 km | 6 minsNaidu Layout Bus Stand2.5 km | 12 mins,['Visitor parking'],"Independent House, Opposite Patallamma temple",Uttarahalli,5.0
1704967193-24,https://www.nobroker.in/property/sale/bangalore/Uttarahalli?searchParam=W3sibGF0IjoxMi45MDUxMDksImxvbiI6NzcuNTQzMzkyLCJwbGFjZUlkIjoiQ2hJSklWYzVpOFlfcmpzUnVlRklhUWxnVG44IiwicGxhY2VOYW1lIjoiVXR0YXJhaGFsbGkiLCJzaG93TWFwIjpmYWxzZX1d&radius=2.0&city=bangalore&locality=Rajajinagar&isMetro=false,2 BHK Flat In Shivaganga Meadows For Sale  In Uttarahalli,https://www.nobroker.in/property/buy/2-bhk-apartment-for-sale-in-uttarahalli-bangalore/8a9fa782849d82a901849e16eaba6651/detail,₹ 55 Lacs,"1,200",2 Bedroom,1 Bathroom,1.0,Shivaganga Meadows,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Semi,North,3/4,Bike and Car,Yes,"This lovely two bedroom for sale is only 55 Lakhs rupees without any extra brokerage & could be your new home. Situated on the 3rd floor this home can comfortably serve your space for parking of car and bike needs. This North facing home is over 1200 sqft. & is in a convenient location.

If you need amenities such as security & lift you'll be happy to note that this home has this & more. Amenities like well equipped gym gives you something to do in your free time.

Access to bus station & medical stores is very easy & convenient from this house.

Being situated near Ring Road Hospital, Haroon Children Wellness & Vaccination Centre and Sri Venkateshwara Nethralaya, Eye hospital and Lasik centre, Rajarajeshwarinagar, Bangalore, emergency care is very easily available at any time. With Eduland Foundation, RMS International School and The Happy Valley School, Uttarahalli, Bangalore close to this home, you'll be able to provide your children with many options to choose from.

If you are looking for gifts, or just want to spoil yourself, Rakshitas, Royalmart Supermarket and Royalmart Supermarket have a wide variety of things that you can choose from. As Sri Eshwari Theatre, Vaibhavi Theatre (????? ???????) & Manasa Theater are in close proximity to this house, you can catch the latest movies at any time.",Bus StationsMysore Road Satellite Bus Station6.2 km | 23 minsUttarahalli0.8 km | 4 minsPolice Station Subramanyapura1.3 km | 6 minsPolice Station Subramanyapura1.4 km | 6 minsNaidu Layout Bus Stand2.5 km | 12 mins,"['Lift', 'Gym', 'Security']",Near BIPS,Uttarahalli,5.0
1704967196-25,https://www.nobroker.in/property/sale/bangalore/Uttarahalli?searchParam=W3sibGF0IjoxMi45MDUxMDksImxvbiI6NzcuNTQzMzkyLCJwbGFjZUlkIjoiQ2hJSklWYzVpOFlfcmpzUnVlRklhUWxnVG44IiwicGxhY2VOYW1lIjoiVXR0YXJhaGFsbGkiLCJzaG93TWFwIjpmYWxzZX1d&radius=2.0&city=bangalore&locality=Rajajinagar&isMetro=false,3 BHK Flat In Bhoomi Homz For Sale  In Uttarahalli,https://www.nobroker.in/property/buy/3-bhk-apartment-for-sale-in-uttarahalli-bangalore/8a9fe08489de8ce50189ded2e12f36fa/detail,₹ 99 Lacs,"1,130",3 Bedroom,3 Bathroom,1.0,Bhoomi Homz,3-5 years,Self Owned,3-5 years,Vitrified Tiles,Fully furnished,East,1/4,Car,Yes,"This lovely three bedroom for sale is only 99 Lakhs rupees without any extra brokerage & could be your new home. This East facing home is on the 1st floor. This home is over 1130 sqft. & even comes with ample parking facility for car.

You are viewing the right home if you would prefer a house with servant room, visitor parking, fire safety, rainwater harvesting & gas pipeline. If you are looking for a home with battery back up, security & lift, this home is just right for you. Amenities like club house, kids playing zone, gym, garden & swimming pool for relaxation gives you something to do in your free time.",Bus StationsKodipalya0.3 km | 3 minsJn of Gollahallii Road0.3 km | 4 minsKengeri Police Station1.3 km | 16 minsKengeri &#40;Pickup Van/Bus&#41;1.4 km | 18 minsKengeri TTMC1.3 km | 16 mins,"['Lift', 'Gym', 'Club house', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Gas pipeline', 'Park', 'Visitor parking']",uttarahalli,Uttarahalli,5.0
1704992312-1,https://www.nobroker.in/property/sale/bangalore/Varthur/?searchParam=W3sibGF0IjoxMi45Mzg4Nzg3LCJsb24iOjc3Ljc0MTIwNDcsInBsYWNlSWQiOiJDaElKMlJ3SjRZY05yanNSSDVoVWNHTzhuX2siLCJwbGFjZU5hbWUiOiJWYXJ0aHVyIiwic2hvd01hcCI6ZmFsc2V9XQ==&propType=AP&isMetro=false&radius=2.0,"2 BHK Flat In Myhna Maple, Sh 35 For Sale  In Sh 35",https://www.nobroker.in/property/buy/2-bhk-apartment-for-sale-in-sh-35-bangalore/8a9f8b838cecd5a6018ced3743174c57/detail,₹ 1.1 Crores,"1,100",2 Bedroom,2 Bathroom,3.0,"Myhna Maple, Sh 35",Newly Constructed,Self Owned,Newly Constructed,,Semi,East,9/26,Car,Yes,"This lovely two bedroom for sale is only 1.1 Crores rupees without any extra brokerage & could be your new home. Situated on the 9th floor this home can comfortably serve your parking facility for car needs. This East facing home is over 1100 sqft. & is in a convenient location.

With amenities such as generator for back up, intercom facility, security, lift & Wi-Fi access this home offers you a lot of convenience. With premium amenities such as servant room, visitor parking, fire safety, sewage treatment plant & rainwater harvesting this home provides you with many added benefits. When you need club house, children playing zone, a gym, garden & swimming pool, all you have to do is step out of the door as the apartment complex has what you're looking for.",Bus StationsVarthuru Police StationVarthuru Govt CollegeKK School,"['Lift', 'Gym', 'Internet provider', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Park', 'Sewage treatment plant', 'Visitor parking']","Varthur Road, SH 35, Bengaluru, Karnataka 560064, India",Varthur,0.0
1704992314-2,https://www.nobroker.in/property/sale/bangalore/Varthur/?searchParam=W3sibGF0IjoxMi45Mzg4Nzg3LCJsb24iOjc3Ljc0MTIwNDcsInBsYWNlSWQiOiJDaElKMlJ3SjRZY05yanNSSDVoVWNHTzhuX2siLCJwbGFjZU5hbWUiOiJWYXJ0aHVyIiwic2hvd01hcCI6ZmFsc2V9XQ==&propType=AP&isMetro=false&radius=2.0,2 BHK Flat In Sobha Dream Acres Apartments For Sale  In Varthur,https://www.nobroker.in/property/buy/2-bhk-apartment-for-sale-in-varthur-bangalore/8a9f85c38ce2fd0d018ce3b028c92dfb/detail,₹ 1.2 Crores,"1,007",2 Bedroom,2 Bathroom,1.0,Sobha Dream Acres A...,1-3 years,Self Owned,1-3 years,,Semi,East,14/14,Car,Yes,"east facing semi furnished house with very nice view and minimal interior.
This lovely 2bhk for sale is only 1.2 Crores rupees without any extra brokerage & could be your new home. This home is over 1007 sqft. & even comes with ample parking facility for car. This East facing home is on the 14th floor.

When you need community centre, play area, garden & swimming pool, all you have to do is step out of the door as the apartment complex has what you're looking for. If you need amenities such as battery back up, intercom, security & elevator you'll be happy to note that this home has this & more. With premium amenities such as visitor parking, rainwater harvesting, fire fighting equipment & sewage treatment plant this home provides you with many added benefits.",Bus StationsKundalahalli7.9 km | 26 minsKadabisanahalli6.9 km | 20 minsVarthuru Police Station3.0 km | 9 minsVarthuru Police Station3.0 km | 9 minsVarthuru Police Station3.0 km | 9 mins,"['Lift', 'Gym', 'Internet provider', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Park', 'Sewage treatment plant', 'Visitor parking']","Balagere Panathur Road Bangalore, Balagere Rd, Devasthanagalu, Varthur",Varthur,5.0
1704992316-3,https://www.nobroker.in/property/sale/bangalore/Varthur/?searchParam=W3sibGF0IjoxMi45Mzg4Nzg3LCJsb24iOjc3Ljc0MTIwNDcsInBsYWNlSWQiOiJDaElKMlJ3SjRZY05yanNSSDVoVWNHTzhuX2siLCJwbGFjZU5hbWUiOiJWYXJ0aHVyIiwic2hvd01hcCI6ZmFsc2V9XQ==&propType=AP&isMetro=false&radius=2.0,2 BHK Apartment In Serene At Brigade Cornerstone Utopia For Sale  In Brigade Cornerstone Utopia,https://www.nobroker.in/property/buy/2-bhk-apartment-for-sale-in-brigade-cornerstone-utopia-bangalore/8a9f85038cee9311018ceeabf7240ce6/detail,₹ 1.65 Crores,"1,242",2 Bedroom,2 Bathroom,1.0,Serene At Brigade C...,Newly Constructed,Self Owned,Newly Constructed,Vitrified Tiles,Unfurnished,East,16/26,Bike and Car,Yes,"Spectacular spaced apartment at 16th floor in a high rise community complex. Looking for genuine buyers and no brokers please.
This lovely double bedroom for sale is only 1.65 Crores rupees without any extra brokerage & could be your new home. This home is over 1242 sqft. & even comes with ample space for parking of car and bike. This East facing home is on the 16th floor.

You are viewing the right home if you would prefer a house with fire security, gas pipeline, rainwater harvesting, visitor parking, house keeping & waste treatment plant. If you need amenities such as battery back up, intercom facility, security, elevator & Wi-Fi you'll be happy to note that this home has this & more. When you need community centre, kids play area, a gym, park & swimming pool, all you have to do is step out of the door as the apartment complex has what you're looking for.",Bus StationsKK School0.2 km | 2 minsVarthuru Police Station0.4 km | 5 minsVarthuru Govt College1.0 km | 12 minsSorahunse Gate1.4 km | 17 minsBalagere2.2 km | 27 mins,"['Gym', 'Security']",Varthur Road,Varthur,5.0
1704992319-4,https://www.nobroker.in/property/sale/bangalore/Varthur/?searchParam=W3sibGF0IjoxMi45Mzg4Nzg3LCJsb24iOjc3Ljc0MTIwNDcsInBsYWNlSWQiOiJDaElKMlJ3SjRZY05yanNSSDVoVWNHTzhuX2siLCJwbGFjZU5hbWUiOiJWYXJ0aHVyIiwic2hvd01hcCI6ZmFsc2V9XQ==&propType=AP&isMetro=false&radius=2.0,2 BHK Flat In Brigade Cornerstone Utopia For Sale  In Varthur Police Station,https://www.nobroker.in/property/buy/2-bhk-apartment-for-sale-in-varthur-police-station-bangalore/8a9fe0828793d3df0187941789042f47/detail,₹ 1.4 Crores,"1,097",2 Bedroom,2 Bathroom,,Brigade Cornerstone...,Newly Constructed,Self Owned,Newly Constructed,Marble/Granite,Unfurnished,North,15/26,Car,Yes,"North facing flat 15Th floor. Ready to occupy and waiting for registration is for sale.. Immediate possession.. Brigade cornerstone utopia Eden A Block ..

No common walls
This 2bhk for sale comes with an affordable price tag of just 1.4 Crores rupees with an additional perk of paying no brokerage. Situated on the 15th floor this home can comfortably serve your parking place for car needs. This North facing home is over 1097 sqft. & is in a convenient location.

With premium amenities such as fire safety, gas pipeline, servant quarters, visitor parking, rainwater harvesting & sewage treatment plant this home provides you with many added benefits. Amenities like club house, play area for kids, a gym, park & swimming pool gives you something to do in your free time. With amenities such as intercom, security, elevator & internet this home offers you a lot of convenience.

If you are in need of any emergency services or medical assistance, you will be happy to note that The Dr's Hospital, Lakshmi Nursing Home and SB Health Care Centre are very close by. Mansa Spoorthi Motor Driving Training School is very conveniently located close by, your kids will not have to spend hours in traffic.

If you love movies, INOX Forum Value Mall & Mastiii are just a few minutes away. If you are looking for gifts, or just want to spoil yourself, Unlimited, Unique hypermarket and Party Mania have a wide variety of things that you can choose from.

As there are bus stop, super market & other local amenities close by, you'll find everything you need near home. Since there is an ATM & petrol pump close to this home you will have easy access to money & fuel at any time.",Bus StationsKK School0.2 km | 2 minsVarthuru Police Station0.4 km | 5 minsVarthuru Govt College1.0 km | 12 minsSorahunse Gate1.4 km | 17 minsBalagere2.2 km | 27 mins,"['Intercom', 'Internet provider', 'Lift', 'Club house', 'Gas pipeline', 'Fire safety', 'Sewage treatment plant', 'Park', 'Shopping center', ""Children's play area"", 'Security', 'Swimming pool', 'Gym', 'Visitor parking']",Varthur road,Varthur,5.0
1704992321-5,https://www.nobroker.in/property/sale/bangalore/Varthur/?searchParam=W3sibGF0IjoxMi45Mzg4Nzg3LCJsb24iOjc3Ljc0MTIwNDcsInBsYWNlSWQiOiJDaElKMlJ3SjRZY05yanNSSDVoVWNHTzhuX2siLCJwbGFjZU5hbWUiOiJWYXJ0aHVyIiwic2hvd01hcCI6ZmFsc2V9XQ==&propType=AP&isMetro=false&radius=2.0,3 BHK Flat In Brigade Cornerstone Utopia For Sale  In Brigade Cornerstone Utopia,https://www.nobroker.in/property/buy/3-bhk-apartment-for-sale-in-brigade-cornerstone-utopia-bangalore/8a9fd3788648f0400186490f1d760b99/detail,₹ 2.45 Crores,"1,645",3 Bedroom,3 Bathroom,2.0,Brigade Cornerstone...,Under Construction,Self Owned,Under Construction,Wooden,Unfurnished,North,14/26,Car,Yes,"price is fixed.. please dont waste your time if you are looking for negotiation.

corner unit vastu compliant.. very good sun light through out the day.. no obstruction from balcony. amenities facing  view from master bedroom balcony
A 3 BHK in Brigade Cornerstone Utopia for sale is now available, it is one of a few houses at this rate. Situated on the 14th floor this home can comfortably serve your car parking needs. This North facing home is over 1645 sqft. & is in a convenient location.

If you love movies, INOX Forum Value Mall & Mastiii are just a few minutes away. If you are looking for gifts, or just want to spoil yourself, Unlimited, Unique hypermarket and Party Mania have a wide variety of things that you can choose from.

Mansa Spoorthi Motor Driving Training School is very conveniently located close by, your kids will not have to spend hours in traffic. If you are in need of any emergency services or medical assistance, you will be happy to note that The Dr's Hospital, Lakshmi Nursing Home and SB Health Care Centre are very close by.

This home has easy access to ATM, super market & more local amenities because of its convenient location. For those always on the move the bus stop as well as petrol pump are conveniently located close to this home.",Bus StationsKK School0.2 km | 2 minsVarthuru Police Station0.4 km | 5 minsVarthuru Govt College1.0 km | 12 minsSorahunse Gate1.4 km | 17 minsBalagere2.2 km | 27 mins,['Security'],"SH 35, Varthur, Karnataka 560087, India",Varthur,5.0
1704992324-6,https://www.nobroker.in/property/sale/bangalore/Varthur/?searchParam=W3sibGF0IjoxMi45Mzg4Nzg3LCJsb24iOjc3Ljc0MTIwNDcsInBsYWNlSWQiOiJDaElKMlJ3SjRZY05yanNSSDVoVWNHTzhuX2siLCJwbGFjZU5hbWUiOiJWYXJ0aHVyIiwic2hvd01hcCI6ZmFsc2V9XQ==&propType=AP&isMetro=false&radius=2.0,"2 BHK Apartment In Sobha Dream Acres Apartments, Varthur For Sale  In Varthur",https://www.nobroker.in/property/buy/2-bhk-apartment-for-sale-in-varthur-bangalore/8a9f85038cee9311018cef44ae4760fa/detail,₹ 1.2 Crores,"1,012",2 Bedroom,2 Bathroom,1.0,Sobha Dream Acres A...,3-5 years,Self Owned,3-5 years,Marble/Granite,Semi,West,3/12,Car,Yes,"Great location and well appointed flat facing west built by reputed builders. Gated and secured location with access to Whitefield which is very close.
Get this two bedroom for sale in Varthur now, you save lakhs on brokerage! This West facing home is on the 3rd floor. This home is over 1012 sqft. & even comes with ample parking facility for car.

If you need amenities such as intercom, security & elevator you'll be happy to note that this home has this & more. With community centre, play area for children, well equipped gym, park & swimming pool for relaxation available in this home, you will always have something to do here. With premium amenities such as visitor parking & waste treatment plant this home provides you with many added benefits.

Access to bus stop & medical stores is very easy & convenient from this house.

Never miss out on lifestyle as Unique hypermarket, Super Tupperware and Mango hypermarket are so close by. With Prestige Lakeside Habitat - Malina Club house, Sri Vinayaka cinemas & Multiplex close by, you can catch your favourite movies running & never worry about missing a show because of traffic.

If you are a frequent traveller, then you'll be happy to note that train station is less than 10 minutes from this house.

New Horizon Gurukul, Chistiya International School and Little Elly Preschool Panathur are well known educational institutes in town & are very close to this home. SK (Siddhayoga Kendra) Yoga Studio being nearby, you never have to worry about getting help during a medical emergency.",Bus StationsYellappa Reddy House0.6 km | 2 minsYellappa Reddy House0.6 km | 2 minsBalagere1.0 km | 3 minsBalagere1.0 km | 3 minsPanathuru Dinne2.6 km | 8 mins,"['Lift', 'Gym', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Security', 'Shopping center', 'Park', 'Sewage treatment plant', 'Visitor parking']","Balagere Panathur Road Bangalore, Balagere Rd, Devasthanagalu, Varthur",Varthur,5.0
